"","parameter","m1_cancer_beta","m1_noncancer_beta","m2_cancer_beta","m2_noncancer_beta","m1_cancer_mean","m1_noncancer_mean","m2_cancer_mean","m2_noncancer_mean","power","ln_1","ln_2","m1_surv","m2_surv","m1_surv","m2_surv","parameter","m1_cancer_beta","m1_noncancer_beta","m2_cancer_beta","m2_noncancer_beta","m1_cancer_mean","m1_noncancer_mean","m2_cancer_mean","m2_noncancer_mean","power","ln_1","ln_2","m1_surv","m2_surv","m1_surv","m2_surv"
"87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96835,0.96361,0.8695,0.94443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96247,0.95867,0.88457,0.94834
"88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96746,0.9624,0.86715,0.94443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96204,0.95801,0.88339,0.94819
"89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96746,0.96119,0.86568,0.94389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96162,0.95736,0.88222,0.94788
"90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96746,0.96119,0.86465,0.94389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96119,0.95736,0.88105,0.94788
"91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96631,0.96119,0.86189,0.94389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96076,0.95736,0.87987,0.94773
"92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96523,0.96119,0.85973,0.94362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96033,0.95736,0.8787,0.94727
"93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96412,0.96119,0.8585,0.94308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9599,0.95736,0.87753,0.94696
"94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96412,0.96119,0.85679,0.94254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95946,0.95736,0.87637,0.94665
"95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96412,0.96119,0.85633,0.94199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95902,0.95736,0.8752,0.94635
"96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96412,0.96119,0.8557,0.94172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95858,0.95736,0.87404,0.94604
"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96412,0.95996,0.85396,0.94145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95814,0.95671,0.87287,0.94589
"98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96412,0.95996,0.85177,0.94145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95769,0.95671,0.87171,0.94558
"99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96296,0.95996,0.85114,0.94117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95724,0.95671,0.87055,0.94527
"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96296,0.95996,0.85065,0.94117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95679,0.95605,0.8694,0.94527
"101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96185,0.95996,0.84972,0.94063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95634,0.95605,0.86824,0.94481
"102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96185,0.95996,0.84875,0.94063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95589,0.95605,0.86708,0.94466
"103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96097,0.95996,0.84775,0.94036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95543,0.95605,0.86593,0.9445
"104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96097,0.95996,0.84496,0.94036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95497,0.95605,0.86478,0.94435
"105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95903,0.95996,0.84382,0.94036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95451,0.95605,0.86363,0.94435
"106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95784,0.95996,0.8427,0.94036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95404,0.95605,0.86249,0.94435
"107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95784,0.95996,0.8427,0.94036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95357,0.95605,0.86134,0.94435
"108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95784,0.95996,0.84158,0.94036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9531,0.95605,0.8602,0.94419
"109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95784,0.95996,0.8395,0.94008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95263,0.95605,0.85905,0.94404
"110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95784,0.95996,0.83898,0.94008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95215,0.95605,0.85791,0.94388
"111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95784,0.95873,0.8352,0.94008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95168,0.95539,0.85677,0.94388
"112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95784,0.95873,0.83302,0.94008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9512,0.95539,0.85564,0.94388
"113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95784,0.95873,0.83238,0.94008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95071,0.95408,0.8545,0.94388
"114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95784,0.95873,0.83187,0.94008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95023,0.95408,0.85336,0.94373
"115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95784,0.95873,0.83013,0.93981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94974,0.95342,0.85223,0.94358
"116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95621,0.95873,0.82731,0.93981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94925,0.95342,0.8511,0.94327
"117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95621,0.95873,0.82731,0.93981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94876,0.95276,0.84997,0.94327
"118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95621,0.95873,0.82499,0.93953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94827,0.95276,0.84884,0.94311
"119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95621,0.95873,0.82275,0.93899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94777,0.95276,0.84771,0.94265
"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95507,0.95873,0.82188,0.93871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94727,0.95276,0.84658,0.9425
"121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95507,0.95873,0.82102,0.93871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94677,0.95276,0.84546,0.9425
"122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95381,0.95873,0.82033,0.93844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94626,0.95276,0.84434,0.94234
"123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95381,0.95873,0.81746,0.93817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94576,0.95211,0.84321,0.94219
"124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95258,0.95873,0.81589,0.93817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94525,0.95211,0.84209,0.94203
"125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95059,0.9575,0.81439,0.93817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94474,0.95145,0.84098,0.94203
"126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95059,0.9575,0.81123,0.93762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94423,0.95145,0.83986,0.94172
"127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94784,0.9575,0.81061,0.93762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94371,0.95079,0.83874,0.94172
"128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94784,0.9575,0.80945,0.93762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9432,0.95079,0.83763,0.94157
"129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94474,0.95626,0.80882,0.93762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94268,0.95013,0.83651,0.94157
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94474,0.95626,0.80818,0.93707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94215,0.95013,0.8354,0.94141
"131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94474,0.95626,0.80758,0.93707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94163,0.94947,0.83429,0.94141
"132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94474,0.95626,0.80696,0.93707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94111,0.94947,0.83318,0.94141
"133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94474,0.95626,0.80417,0.93679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94059,0.94947,0.83208,0.94126
"134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94474,0.95626,0.8024,0.93652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94006,0.94881,0.83097,0.9411
"135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94474,0.95626,0.80159,0.93569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93954,0.94881,0.82986,0.94048
"136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94474,0.95626,0.79864,0.93569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93902,0.94815,0.82876,0.94048
"137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94474,0.95626,0.7979,0.93569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9385,0.94815,0.82766,0.94048
"138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94474,0.95626,0.7979,0.93569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93798,0.94815,0.82656,0.94048
"139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94474,0.95626,0.79554,0.93542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93746,0.94682,0.82546,0.94017
"140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9434,0.95626,0.79493,0.93514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93694,0.94682,0.82436,0.94002
"141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9434,0.95626,0.79434,0.93514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93641,0.94682,0.82326,0.94002
"142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9434,0.95626,0.79228,0.93514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93589,0.94682,0.82217,0.93986
"143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94234,0.95626,0.78964,0.93459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93537,0.94682,0.82107,0.93955
"144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94234,0.95626,0.78899,0.93431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93486,0.94682,0.81998,0.9394
"145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94234,0.95626,0.78762,0.93431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93434,0.94616,0.81889,0.9394
"146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94091,0.95626,0.78559,0.93431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93382,0.94616,0.8178,0.9394
"147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94091,0.95626,0.78559,0.93431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9333,0.94616,0.81671,0.9394
"148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93877,0.95626,0.78559,0.93404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93278,0.94616,0.81562,0.93909
"149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93877,0.95626,0.78484,0.93404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93226,0.94616,0.81454,0.93893
"150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93877,0.95626,0.78484,0.93376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93174,0.94616,0.81345,0.93862
"151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93877,0.95626,0.78276,0.93376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93123,0.94616,0.81237,0.93847
"152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93877,0.95626,0.78124,0.93376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93071,0.94616,0.81129,0.93847
"153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93877,0.95501,0.77729,0.93349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93019,0.9455,0.81021,0.93831
"154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93877,0.95501,0.77536,0.93349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92968,0.94483,0.80913,0.93831
"155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9366,0.95501,0.77536,0.93349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92916,0.94483,0.80805,0.93831
"156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9366,0.95501,0.77536,0.93349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92864,0.94483,0.80698,0.93831
"157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93485,0.95501,0.77396,0.93349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92813,0.94483,0.8059,0.93831
"158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93485,0.95501,0.77334,0.93349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92761,0.94483,0.80483,0.93816
"159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93305,0.95501,0.77241,0.93349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9271,0.94483,0.80376,0.93816
"160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93305,0.95501,0.77108,0.93349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92658,0.94417,0.80269,0.93816
"161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93128,0.95501,0.77024,0.93321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92607,0.94417,0.80162,0.938
"162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93128,0.95501,0.76895,0.93321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92555,0.94417,0.80056,0.93769
"163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93128,0.95501,0.76718,0.93321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92504,0.94417,0.79949,0.93769
"164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93128,0.95501,0.76652,0.93321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92453,0.94417,0.79843,0.93754
"165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93128,0.95376,0.76552,0.93293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92401,0.9435,0.79736,0.93723
"166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93128,0.95376,0.76451,0.93266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9235,0.9435,0.7963,0.93691
"167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93128,0.95376,0.76451,0.93266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92299,0.94284,0.79524,0.93691
"168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93128,0.95376,0.76385,0.93238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92247,0.94217,0.79418,0.93676
"169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93128,0.95376,0.76229,0.93238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92196,0.94217,0.79313,0.93676
"170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93128,0.95376,0.76028,0.93183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92145,0.9415,0.79207,0.93645
"171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93128,0.95376,0.76028,0.93183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92094,0.94017,0.79102,0.93645
"172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93128,0.95376,0.7587,0.93183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92043,0.94017,0.78996,0.93629
"173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93128,0.95376,0.7587,0.93155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91992,0.94017,0.78891,0.93614
"174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93128,0.95376,0.75764,0.93155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9194,0.94017,0.78786,0.93614
"175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93128,0.95376,0.75764,0.93155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91889,0.94017,0.78681,0.93614
"176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93128,0.95376,0.75689,0.93155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91838,0.94017,0.78577,0.93614
"177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93128,0.95248,0.75689,0.93128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91787,0.9395,0.78472,0.93583
"178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93128,0.95248,0.75689,0.93128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91736,0.9395,0.78368,0.93583
"179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93128,0.95248,0.75418,0.93128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91685,0.9395,0.78263,0.93583
"180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93128,0.9512,0.75418,0.93128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91634,0.93883,0.78159,0.93583
"181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93128,0.9512,0.75349,0.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91584,0.93883,0.78055,0.93567
"182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93128,0.9512,0.75164,0.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91532,0.93883,0.77951,0.93567
"183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93128,0.9512,0.75164,0.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9148,0.93883,0.77848,0.93551
"184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93128,0.9512,0.75164,0.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91427,0.93816,0.77744,0.93551
"185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92977,0.94992,0.74732,0.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91374,0.9375,0.77641,0.93551
"186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92757,0.94992,0.74519,0.93072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9132,0.9375,0.77537,0.93536
"187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92608,0.94992,0.74342,0.93044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91265,0.9375,0.77434,0.9352
"188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92323,0.94992,0.74256,0.93017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9121,0.9375,0.77331,0.93505
"189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91961,0.94992,0.73963,0.93017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91154,0.9375,0.77228,0.93489
"190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91961,0.94992,0.73963,0.93017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91097,0.9375,0.77125,0.93474
"191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91961,0.94992,0.73866,0.93017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9104,0.9375,0.77023,0.93474
"192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91961,0.94992,0.73764,0.93017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90983,0.9375,0.7692,0.93474
"193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91961,0.94992,0.73764,0.93017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90926,0.9375,0.76818,0.93458
"194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91961,0.94992,0.73581,0.93017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90868,0.9375,0.76716,0.93442
"195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91961,0.94992,0.73389,0.93017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90809,0.9375,0.76614,0.93442
"196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91961,0.94992,0.73326,0.92989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9075,0.9375,0.76512,0.93427
"197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91669,0.94992,0.73326,0.92989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90691,0.9375,0.7641,0.93427
"198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91485,0.94992,0.73181,0.92961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90631,0.9375,0.76308,0.93411
"199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91485,0.94992,0.73181,0.92961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9057,0.93683,0.76207,0.93396
"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9128,0.94863,0.73056,0.92933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9051,0.93616,0.76105,0.93364
"201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9128,0.94863,0.72879,0.92933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90449,0.93616,0.76004,0.93364
"202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9128,0.94863,0.72879,0.92933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90387,0.93616,0.75903,0.93364
"203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9128,0.94863,0.72699,0.92933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90325,0.93616,0.75802,0.93364
"204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9128,0.94863,0.72699,0.92933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90262,0.93616,0.75701,0.93364
"205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9128,0.94863,0.72699,0.92933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90199,0.93616,0.756,0.93349
